EXCHANGE%3DNYSE,,,,,,
MARKET_OPEN_MINUTE=570,,,,,,
MARKET_CLOSE_MINUTE=960,,,,,,
INTERVAL=60,,,,,,
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME,
DATA=,,,,,,
TIMEZONE_OFFSET=-300,,,,,,
165,51.65,51.65,51.65,51.65,280,12/14/17 12:15
168,51.55,51.55,51.55,51.55,100,12/14/17 12:18
169,51.55,51.55,51.5,51.55,1200,12/14/17 12:19
173,51.45,51.45,51.45,51.45,200,12/14/17 12:23
176,51.4,51.4,51.35,51.35,400,12/14/17 12:26
177,51.4,51.4063,51.4,51.4063,1390,12/14/17 12:27
182,51.4,51.4,51.4,51.4,320,12/14/17 12:32
186,51.45,51.45,51.425,51.425,200,12/14/17 12:36
187,51.4,51.4,51.4,51.4,698,12/14/17 12:37
188,51.35,51.35,51.35,51.35,100,12/14/17 12:38
191,51.3,51.35,51.3,51.35,1000,12/14/17 12:41
193,51.25,51.25,51.25,51.25,297,12/14/17 12:43
194,51.25,51.25,51.25,51.25,200,12/14/17 12:44
195,51.25,51.25,51.25,51.25,100,12/14/17 12:45
196,51.275,51.275,51.275,51.275,100,12/14/17 12:46
197,51.2,51.25,51.2,51.25,308,12/14/17 12:47
198,51.15,51.2,51.15,51.2,1079,12/14/17 12:48
199,51.125,51.125,51.125,51.125,100,12/14/17 12:49
201,51.1,51.1,51.1,51.1,100,12/14/17 12:51
202,51.1299,51.1402,51.1299,51.1402,752,12/14/17 12:52
204,51.1,51.1,51.1,51.1,200,12/14/17 12:54
207,51.1,51.1,51.1,51.1,300,12/14/17 12:57
208,51.1,51.1,51.1,51.1,200,12/14/17 12:58
213,51.25,51.25,51.1,51.15,2335,12/14/17 13:03
214,51.45,51.45,51.3,51.3,1235,12/14/17 13:04
215,51.4,51.4,51.4,51.4,202,12/14/17 13:05
219,51.25,51.35,51.25,51.35,879,12/14/17 13:09
220,51.2582,51.2582,51.2582,51.2582,400,12/14/17 13:10
224,51.25,51.25,51.25,51.25,100,12/14/17 13:14
226,51.35,51.4,51.25,51.25,1999,12/14/17 13:16
227,51.3382,51.3382,51.3382,51.3382,540,12/14/17 13:17
231,51.35,51.35,51.35,51.35,1000,12/14/17 13:21
232,51.2803,51.2803,51.2803,51.2803,166,12/14/17 13:22
234,51.25,51.25,51.25,51.25,200,12/14/17 13:24
235,51.3,51.3,51.25,51.3,300,12/14/17 13:25
238,51.25,51.25,51.25,51.25,100,12/14/17 13:28
240,51.35,51.35,51.25,51.25,903,12/14/17 13:30
241,51.35,51.35,51.35,51.35,100,12/14/17 13:31
242,51.35,51.35,51.35,51.35,100,12/14/17 13:32
244,51.3,51.3,51.3,51.3,510,12/14/17 13:34
245,51.2,51.25,51.15,51.25,500,12/14/17 13:35
246,51.2,51.2,51.2,51.2,307,12/14/17 13:36
247,51.2,51.2,51.2,51.2,100,12/14/17 13:37
249,51.15,51.15,51.15,51.15,100,12/14/17 13:39
250,51.15,51.15,51.15,51.15,100,12/14/17 13:40
253,51.1,51.2,51.1,51.15,700,12/14/17 13:43
258,51.05,51.05,51.05,51.05,100,12/14/17 13:48
259,51.2255,51.2255,51.1,51.15,1340,12/14/17 13:49
261,51.2,51.2,51.2,51.2,500,12/14/17 13:51
262,51.15,51.15,51.15,51.15,200,12/14/17 13:52
263,51.1639,51.1639,51.1639,51.1639,100,12/14/17 13:53
264,51.125,51.15,51.125,51.15,200,12/14/17 13:54
265,51.1,51.1,51.1,51.1,100,12/14/17 13:55
266,51.15,51.15,51.05,51.095,1100,12/14/17 13:56
267,51.15,51.15,51.15,51.15,400,12/14/17 13:57
268,51.1,51.15,51.1,51.1,400,12/14/17 13:58
269,51.1,51.1,51.1,51.1,300,12/14/17 13:59
270,51.1,51.1,51.05,51.05,900,12/14/17 14:00
271,51.1,51.1,51.1,51.1,500,12/14/17 14:01
272,51.1,51.1,51.1,51.1,100,12/14/17 14:02
273,51.15,51.15,51.1,51.1,417,12/14/17 14:03
277,51.3,51.3,51.2,51.2,1119,12/14/17 14:07
278,51.2,51.2,51.2,51.2,307,12/14/17 14:08
280,51.25,51.25,51.25,51.25,300,12/14/17 14:10
286,51.2,51.35,51.2,51.3,5318,12/14/17 14:16
287,51.3,51.3,51.3,51.3,100,12/14/17 14:17
288,51.32,51.32,51.3,51.3,537,12/14/17 14:18
289,51.3,51.3,51.3,51.3,200,12/14/17 14:19
290,51.35,51.35,51.35,51.35,200,12/14/17 14:20
291,51.35,51.35,51.35,51.35,100,12/14/17 14:21
293,51.25,51.35,51.25,51.3,700,12/14/17 14:23
294,51.2,51.2,51.2,51.2,100,12/14/17 14:24
296,51.237,51.237,51.237,51.237,104,12/14/17 14:26
298,51.15,51.15,51.15,51.15,450,12/14/17 14:28
300,51.15,51.15,51.15,51.15,100,12/14/17 14:30
301,51.15,51.15,51.1,51.1,700,12/14/17 14:31
302,51.125,51.125,51.1,51.1,800,12/14/17 14:32
303,51.225,51.225,51.2,51.2,675,12/14/17 14:33
308,51.25,51.3,51.2,51.25,4460,12/14/17 14:38
309,51.3,51.3,51.25,51.3,2123,12/14/17 14:39
310,51.35,51.45,51.3,51.35,6564,12/14/17 14:40
311,51.35,51.4,51.35,51.35,2100,12/14/17 14:41
312,51.35,51.4,51.3,51.35,14050,12/14/17 14:42
313,51.5,51.5,51.4,51.4,6735,12/14/17 14:43
314,51.45,51.45,51.4,51.45,1892,12/14/17 14:44
315,51.35,51.475,51.35,51.45,2023,12/14/17 14:45
317,51.375,51.375,51.375,51.375,100,12/14/17 14:47
320,51.4,51.4,51.4,51.4,600,12/14/17 14:50
321,51.4,51.4,51.4,51.4,100,12/14/17 14:51
322,51.3803,51.3803,51.3803,51.3803,207,12/14/17 14:52
323,51.4,51.4,51.4,51.4,300,12/14/17 14:53
325,51.4,51.4,51.4,51.4,100,12/14/17 14:55
327,51.45,51.45,51.4,51.4,600,12/14/17 14:57
329,51.45,51.45,51.4162,51.4162,303,12/14/17 14:59
330,51.375,51.4,51.35,51.4,600,12/14/17 15:00
331,51.35,51.35,51.35,51.35,904,12/14/17 15:01
333,51.35,51.35,51.35,51.35,100,12/14/17 15:03
334,51.3,51.3,51.3,51.3,100,12/14/17 15:04
335,51.25,51.25,51.25,51.25,100,12/14/17 15:05
339,51.25,51.25,51.2294,51.2294,200,12/14/17 15:09
340,51.25,51.25,51.25,51.25,100,12/14/17 15:10
342,51.25,51.3,51.25,51.25,400,12/14/17 15:12
343,51.3,51.3,51.3,51.3,900,12/14/17 15:13
344,51.35,51.35,51.35,51.35,100,12/14/17 15:14
345,51.3,51.3,51.3,51.3,200,12/14/17 15:15
348,51.3,51.35,51.3,51.35,200,12/14/17 15:18
351,51.25,51.25,51.25,51.25,1410,12/14/17 15:21
352,51.25,51.25,51.2,51.2,500,12/14/17 15:22
353,51.3,51.3,51.25,51.25,400,12/14/17 15:23
354,51.275,51.275,51.275,51.275,200,12/14/17 15:24
355,51.275,51.275,51.25,51.25,400,12/14/17 15:25
357,51.3,51.3,51.3,51.3,705,12/14/17 15:27
360,51.35,51.35,51.3,51.325,300,12/14/17 15:30
361,51.3,51.3,51.3,51.3,400,12/14/17 15:31
362,51.325,51.325,51.325,51.325,700,12/14/17 15:32
363,51.4,51.4,51.35,51.35,630,12/14/17 15:33
365,51.45,51.45,51.45,51.45,200,12/14/17 15:35
366,51.425,51.425,51.425,51.425,200,12/14/17 15:36
368,51.45,51.45,51.425,51.425,1100,12/14/17 15:38
370,51.5,51.5,51.5,51.5,100,12/14/17 15:40
371,51.475,51.475,51.475,51.475,100,12/14/17 15:41
372,51.5,51.5,51.5,51.5,200,12/14/17 15:42
373,51.5,51.5,51.5,51.5,200,12/14/17 15:43
374,51.5,51.5,51.475,51.5,600,12/14/17 15:44
375,51.4,51.475,51.4,51.475,2711,12/14/17 15:45
376,51.35,51.45,51.35,51.45,6276,12/14/17 15:46
377,51.375,51.375,51.35,51.35,400,12/14/17 15:47
378,51.35,51.4,51.35,51.35,800,12/14/17 15:48
379,51.325,51.325,51.325,51.325,100,12/14/17 15:49
380,51.375,51.4,51.35,51.35,1163,12/14/17 15:50
381,51.325,51.4,51.325,51.4,1400,12/14/17 15:51
383,51.3,51.325,51.3,51.325,300,12/14/17 15:53
384,51.325,51.325,51.325,51.325,300,12/14/17 15:54
385,51.325,51.35,51.325,51.35,200,12/14/17 15:55
386,51.35,51.4,51.35,51.35,2624,12/14/17 15:56
387,51.35,51.4,51.35,51.4,1500,12/14/17 15:57
388,51.375,51.4,51.35,51.4,1000,12/14/17 15:58
389,51.4,51.4,51.35,51.4,2155,12/14/17 15:59
390,51.35,51.4,51.3,51.4,1655,
